X,Y,z,dx,dz,dyaw,dt,,観測x,観測y,ヤコビx,ヤコビy,,観測x-ヤコビx,観測y-ヤコビy,
-155.007,-155.677,0.875228,-6.93078e-05,0.00418762,0.0165491,0.0673462,,12.727,0.575165,6.18672,0.396145,,6.54031,0.17902,
-191.561,-112.594,0.800297,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.3773,0.634605,6.52501,0.430672,,6.85229,0.203934,
-169.091,-162.709,0.839428,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.0609,0.903448,6.30064,0.489185,,6.76028,0.414263,
-184.602,-111.626,0.813261,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.3715,0.634209,6.45305,0.399559,,6.91846,0.23465,
-186.699,-140.722,0.815014,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.5458,1.02042,6.48114,0.519215,,7.06465,0.501205,
-169.25,-154.387,0.839747,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.0428,0.931545,6.30272,0.465618,,6.74013,0.465927,
-155.128,-157.016,0.875201,-6.93078e-05,0.00418762,0.0165491,0.0673462,,12.7069,0.641233,6.18788,0.400425,,6.51903,0.240808,
-197.195,-174.564,0.806609,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.7466,1.38328,6.60716,0.721365,,7.13943,0.66192,
-187.591,-112.61,0.810242,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.3747,0.633575,6.48666,0.416832,,6.88802,0.216743,
-169.998,-163.892,0.839208,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.0625,0.937443,6.31046,0.499556,,6.75209,0.437887,
-198.293,-176.325,0.808488,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.7615,1.44727,6.62439,0.73992,,7.1371,0.707354,
-199.749,-179.492,0.808401,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.7948,1.43588,6.64415,0.765474,,7.15062,0.670403,
-156.207,-159.57,0.873671,-6.93078e-05,0.00418762,0.0165491,0.0673462,,12.7344,0.68811,6.1973,0.41374,,6.53711,0.27437,
-191.561,-112.594,0.800297,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.3773,0.634605,6.52501,0.430672,,6.85229,0.203934,
-198.293,-176.325,0.808488,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.7615,1.44727,6.62439,0.73992,,7.1371,0.707354,
-196.016,-147.742,0.803613,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.7184,1.06907,6.58757,0.59943,,7.13078,0.469635,
-193.804,-182.683,0.805919,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.6024,1.32885,6.56122,0.724815,,7.0412,0.604033,
-155.279,-159.39,0.875225,-6.93078e-05,0.00418762,0.0165491,0.0673462,,12.6692,0.704819,6.18939,0.407633,,6.47978,0.297186,
-1.3024,-119.271,1.35768,-6.93078e-05,0.00418762,0.0165491,0.0673462,,11.3022,-0.904053,5.7883,-0.360535,,5.51389,-0.543518,
196.134,-50.8024,3.29113,-6.93078e-05,0.00418762,0.0165491,0.0673462,,15.3252,-0.936859,7.86072,-0.535782,,7.46448,-0.401077,
-7.43616,-127.548,1.28576,-6.93078e-05,0.00418762,0.0165491,0.0673462,,11.3693,-0.754444,5.77066,-0.370567,,5.59863,-0.383877,
149.153,-48.9613,2.51277,-6.93078e-05,0.00418762,0.0165491,0.0673462,,13.2018,-0.8181,7.09268,-0.426895,,6.10916,-0.391205,
