X,Y,z,dx,dz,dyaw,dt,,観測x,観測y,ヤコビx,ヤコビy,,観測x-ヤコビx,観測y-ヤコビy,
-194.523,-162.062,0.790772,-7.68235e-05,0.00303241,0.0253288,0.0460436,,11.7961,2.36494,10.8575,1.65991,,0.938538,0.705032,
-144.934,-111.204,0.782439,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.3298,0.807442,9.82361,0.735397,,0.506241,0.0720444,
-140.206,68.5192,0.811481,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.95418,-0.566269,9.76381,-0.439178,,0.190369,-0.12709,
-156.02,-99.7401,0.787334,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.3251,1.56598,10.0258,0.742004,,0.29924,0.823975,
-156.74,-154.561,0.786619,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.3971,1.51292,10.0388,1.15734,,0.358231,0.355572,
-185.858,-142.003,0.803162,-7.68235e-05,0.00303241,0.0253288,0.0460436,,11.3267,1.27771,10.6633,1.37381,,0.663406,-0.0960999,
-156.241,-180.486,0.774192,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.3258,0.662949,10.0198,1.33379,,0.306015,-0.670837,
-52.2014,76.559,0.774565,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.07721,-0.20343,8.858,0.010498,,0.219208,-0.213928,
-146.82,-120.539,0.780624,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.2905,-0.1129,9.8548,0.812485,,0.435715,-0.925385,
-157.981,-160.833,0.783787,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.4517,1.36851,10.0601,1.21652,,0.391602,0.151995,
-205.717,-172.167,0.773673,-7.68235e-05,0.00303241,0.0253288,0.0460436,,12.3186,3.37668,11.1214,1.8883,,1.19713,1.48838,
-142.064,67.0875,0.816206,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.95596,-0.59845,9.79788,-0.440475,,0.158081,-0.157974,
-147.225,-125.467,0.780298,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.90929,-12.309,9.8616,0.849182,,0.0476837,-13.1582,
-138.813,65.935,0.802599,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.94751,-0.692001,9.73515,-0.413239,,0.212357,-0.278763,
-210.609,-165.088,0.766716,-7.68235e-05,0.00303241,0.0253288,0.0460436,,12.3015,3.06832,11.2422,1.86323,,1.05936,1.20509,
-138.813,65.935,0.802599,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.94751,-0.692001,9.73515,-0.413239,,0.212357,-0.278763,
-144.681,-94.3613,0.785393,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.3299,1.72154,9.82138,0.623657,,0.508499,1.09789,
17.1953,76.7482,0.76299,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.60464,0.105286,8.9549,0.400543,,-0.35025,-0.295258,
-252.529,25.1935,1.343,-7.68235e-05,0.00303241,0.0253288,0.0460436,,13.4332,-0.684464,12.9099,-0.403519,,0.523338,-0.280945,
-247.663,23.8254,1.32619,-7.68235e-05,0.00303241,0.0253288,0.0460436,,13.4416,-0.667343,12.7377,-0.372543,,0.703918,-0.2948,
-71.9443,88.5323,0.764135,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.07803,-0.426453,8.95422,-0.109619,,0.12381,-0.316833,
-253.74,25.509,1.34487,-7.68235e-05,0.00303241,0.0253288,0.0460436,,13.4248,-0.705505,12.9523,-0.410889,,0.472481,-0.294617,
16.4013,76.6921,0.761189,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.59976,0.107452,8.94998,0.396545,,-0.35022,-0.289093,
-160.231,40.9766,0.871108,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.5967,-0.579132,10.1653,-0.332504,,0.431351,-0.246628,
-215.747,163.494,0.667485,-7.68235e-05,0.00303241,0.0253288,0.0460436,,11.6942,-2.0556,11.2535,-1.80991,,0.440643,-0.245697,
-54.7222,156.548,0.719477,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.72491,-0.131989,8.85123,0.039856,,-0.126312,-0.171844,
-12.7776,90.098,0.739429,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.58267,0.00500488,8.82458,0.286194,,-0.241913,-0.281189,
-217.379,164.538,0.670311,-7.68235e-05,0.00303241,0.0253288,0.0460436,,11.7596,-2.09305,11.3014,-1.84402,,0.458221,-0.249023,
52.5131,84.4044,0.746636,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.798,0.21524,9.27802,0.663574,,-0.480011,-0.448334,
-0.246399,91.1685,0.738004,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.58554,0.128998,8.86417,0.372986,,-0.278625,-0.243988,
-9.20731,90.1728,0.739728,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.64468,0.0275269,8.83356,0.30957,,-0.188873,-0.282043,
-253.352,172.535,0.692748,-7.68235e-05,0.00303241,0.0253288,0.0460436,,13.1132,-2.96619,12.4013,-2.40811,,0.711975,-0.558075,
36.918,105.198,0.725274,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.72101,0.322662,9.11816,0.720886,,-0.397156,-0.398224,
-105.883,153.38,0.666958,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.17461,-0.785309,9.1951,-0.477905,,-0.0204926,-0.307404,
-9.20731,90.1728,0.739728,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.64468,0.0275269,8.83356,0.30957,,-0.188873,-0.282043,
-145.91,-117.912,0.780586,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.3064,-0.000328064,9.83902,0.786987,,0.467361,-0.787315,
-105.372,76.1381,0.786587,-7.68235e-05,0.00303241,0.0253288,0.0460436,,14.2427,-0.462585,9.26245,-0.287079,,4.98027,-0.175507,
-146.602,-107.721,0.779506,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.3116,0.840012,9.8502,0.723793,,0.461426,0.116219,
-49.7235,74.5827,0.774628,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.05139,-0.18158,8.84943,0.0235901,,0.201965,-0.20517,
-10.5503,90.1499,0.7388,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.62955,0.0205383,8.82993,0.301178,,-0.200378,-0.28064,
-35.8776,153.061,0.717375,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.63123,0.0255127,8.80667,0.249603,,-0.175446,-0.224091,
-46.8337,160.116,0.715138,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.60214,-0.034729,8.82532,0.136261,,-0.223175,-0.17099,
-10.5503,90.1499,0.7388,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.62955,0.0205383,8.82993,0.301178,,-0.200378,-0.28064,
-246.066,24.5527,1.31855,-7.68235e-05,0.00303241,0.0253288,0.0460436,,13.4505,-0.739349,12.681,-0.380753,,0.769516,-0.358597,
-103.753,154.232,0.673675,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.16937,-0.787415,9.17717,-0.463776,,-0.00779724,-0.323639,
-55.8461,160.643,0.718042,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.66733,-0.097168,8.85501,0.0291748,,-0.187683,-0.126343,
46.8568,105.756,0.71364,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.81476,0.515656,9.22318,0.807983,,-0.408417,-0.292328,
18.0215,76.7879,0.7653,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.55795,0.114105,8.96008,0.404419,,-0.40213,-0.290314,
-254.608,21.6315,1.34681,-7.68235e-05,0.00303241,0.0253288,0.0460436,,13.4636,-0.705048,12.9831,-0.349869,,0.480484,-0.355179,
23.7941,44.3295,0.765069,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.61234,0.198303,9.00046,0.252029,,-0.388123,-0.0537262,
-128,-151,0.768788,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.88448,1.00819,9.54596,0.803123,,0.338516,0.205067,
-127,-164,0.769366,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.96313,1.11987,9.53181,0.860882,,0.43132,0.258991,
-123,-146,0.768377,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.91527,0.963951,9.47459,0.723392,,0.440674,0.240559,
-124,-142,0.767377,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.93321,0.95089,9.48788,0.71312,,0.445328,0.23777,
-281,-76,0.773563,-7.68235e-05,0.00303241,0.0253288,0.0460436,,14.5892,1.38513,13.4779,1.24757,,1.11129,0.137566,
-128,-151,0.768788,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.88448,1.00819,9.54596,0.803123,,0.338516,0.205067,
-124,-146,0.767953,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.90918,0.990791,9.48825,0.733639,,0.420929,0.257153,
-124,-143,0.767367,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.92209,1.02723,9.48788,0.718132,,0.434204,0.309101,
-128,-165,0.762431,-7.68235e-05,0.00303241,0.0253288,0.0460436,,10.0081,1.0744,9.54175,0.872156,,0.466339,0.202246,
-129,-151,0.768712,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.88052,0.990669,9.56056,0.813992,,0.319962,0.176678,
-127,-163,0.76884,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.94356,1.18145,9.53148,0.855194,,0.412079,0.326258,
-282,-79,0.774671,-7.68235e-05,0.00303241,0.0253288,0.0460436,,14.6068,1.40083,13.5163,1.30297,,1.09049,0.0978546,
-282,-79,0.774671,-7.68235e-05,0.00303241,0.0253288,0.0460436,,14.6068,1.40083,13.5163,1.30297,,1.09049,0.0978546,
52,-129,0.72602,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.00098,-0.47937,9.27805,-1.02425,,-0.277069,0.544876,
53,-147,0.73433,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.16464,-0.76973,9.28732,-1.17085,,-0.122681,0.401123,
60,-151,0.733976,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.15683,-0.990559,9.37357,-1.27951,,-0.216736,0.288948,
56,-107,0.720896,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.8703,-0.508896,9.32767,-0.88372,,-0.457367,0.374825,
53,-152,0.735109,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.17447,-0.826389,9.28708,-1.21001,,-0.11261,0.383625,
-14,-169,0.732173,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.7489,0.0239506,8.82138,-0.528717,,-0.0724792,0.552668,
57,-153,0.73224,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.1665,-0.919994,9.33633,-1.26474,,-0.16983,0.344742,
57,-146,0.734219,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.16754,-0.738243,9.33569,-1.20524,,-0.168152,0.466999,
-17,-166,0.731381,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.74631,0.0321407,8.81561,-0.484037,,-0.0693054,0.516178,
58,-110,0.722385,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.8428,-0.509903,9.35208,-0.923462,,-0.509277,0.413559,
62,-112,0.726232,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.8736,-0.526894,9.40222,-0.970184,,-0.528625,0.443291,
56,-143,0.72812,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.14908,-0.805782,9.32535,-1.17508,,-0.17627,0.369293,
62,-135,0.723626,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.03763,-0.835594,9.40317,-1.17145,,-0.36554,0.335854,
-14,-162,0.735792,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.73972,0.0461483,8.82166,-0.503517,,-0.0819397,0.549665,
54,-128,0.721566,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.03333,-0.486538,9.30313,-1.03813,,-0.269806,0.551594,
61,-139,0.72844,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.10736,-0.942078,9.3884,-1.19225,,-0.281036,0.250172,
-10,-159,0.736493,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.74533,0.0230007,8.83124,-0.539595,,-0.085907,0.562595,
-10,-174,0.73156,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.78503,-0.0597954,8.83096,-0.595331,,-0.045929,0.535536,
58,-134,0.722772,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.11713,-0.556301,9.35196,-1.12465,,-0.234833,0.568344,
51,-125,0.725904,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.87241,0.0246468,9.26645,-0.983524,,-0.394043,1.00817,
55,-107,0.720746,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.87021,-0.50827,9.31549,-0.876068,,-0.445282,0.367798,
56,-153,0.732091,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.16946,-0.893475,9.32407,-1.25379,,-0.154602,0.360317,
-15,-170,0.731044,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.75052,0.0280952,8.81924,-0.520632,,-0.0687256,0.548727,
58,-133,0.721962,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.11462,-0.516117,9.35223,-1.11687,,-0.23761,0.600758,
61,-113,0.72418,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.88626,-0.508148,9.38989,-0.972008,,-0.503632,0.46386,
61,-135,0.723928,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.08755,-0.742569,9.38995,-1.16144,,-0.302399,0.418873,
51,-152,0.733151,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.17621,-0.755775,9.26434,-1.18969,,-0.0881348,0.43391,
56,-143,0.72812,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.14908,-0.805782,9.32535,-1.17508,,-0.17627,0.369293,
59,-151,0.734262,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.1568,-0.97538,9.36075,-1.26834,,-0.203949,0.292957,
-16,-162,0.732653,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.73566,0.0495281,8.81747,-0.482931,,-0.0818176,0.532459,
56,-147,0.734273,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.16379,-0.79377,9.32339,-1.20282,,-0.159607,0.409046,
-11,-160,0.736348,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.74683,0.0272655,8.82861,-0.53154,,-0.0817871,0.558805,
-11,-175,0.730653,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.76764,-0.0249138,8.82828,-0.586989,,-0.0606384,0.562076,
54,-128,0.721566,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.03333,-0.486538,9.30313,-1.03813,,-0.269806,0.551594,
59,-140,0.728479,-7.68235e-05,0.00303241,0.0253288,0.0460436,,9.12448,-0.920731,9.36267,-1.18053,,-0.23819,0.2598,
-16,-170,0.729355,-7.68235e-05,0.00303241,0.0253288,0.0460436,,8.74585,0.0302849,8.81717,-0.509962,,-0.0713196,0.540247,
