-8,23,1.0179,8.79795e-08,0.000172266,-0.000510719,0.0379878,,0.0242004,0.00553894,0.00653076,0,,0.0176697,0.00553894,
-19,27,0.981766,8.79795e-08,0.000172266,-0.000510719,0.0379878,,0.040863,-0.000457764,0.00653076,0,,0.0343323,-0.000457764,
-23,25,0.977538,8.79795e-08,0.000172266,-0.000510719,0.0379878,,0.0412903,0.0182037,0.00653076,0,,0.0347595,0.0182037,
-19,26,0.980703,8.79795e-08,0.000172266,-0.000510719,0.0379878,,0.0399475,0.000915527,0.00653076,0,,0.0334167,0.000915527,
-19,25,0.979751,8.79795e-08,0.000172266,-0.000510719,0.0379878,,0.0389099,0.00317383,0.00653076,0,,0.0323792,0.00317383,
111,177,0.665948,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.0140381,-0.0088501,0.00653076,0,,-0.0205688,-0.0088501,
68,177,0.7315,8.79795e-08,0.000172266,-0.000510719,0.0379878,,0.0213623,-0.0246887,0.00653076,0,,0.0148315,-0.0246887,
89,175,0.705013,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.0561523,0.0158081,0.00653076,0,,-0.0626831,0.0158081,
75,175,0.730547,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.0116577,-0.00115967,0.00653076,0,,-0.0181885,-0.00115967,
109,173,0.672299,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.00561523,-0.0226135,0.00653076,0,,-0.012146,-0.0226135,
88,172,0.701376,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.0471191,-0.011261,0.00653076,0,,-0.0536499,-0.011261,
96,179,0.697454,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.0135498,0.0302124,0.00653076,0,,-0.0200806,0.0302124,
94,177,0.698107,8.79795e-08,0.000172266,-0.000510719,0.0379878,,0.012207,0.0255432,0.00653076,0,,0.00567627,0.0255432,
68,166,0.730463,8.79795e-08,0.000172266,-0.000510719,0.0379878,,0.0429688,0.0276489,0.00653076,0,,0.036438,0.0276489,
87,171,0.702666,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.0377808,-0.0140076,0.00653076,0,,-0.0443115,-0.0140076,
75,175,0.730547,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.0116577,-0.00115967,0.00653076,0,,-0.0181885,-0.00115967,
111,176,0.666164,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.0239258,-0.0103455,0.00653076,0,,-0.0304565,-0.0103455,
85,170,0.710644,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.0292664,-0.00912476,0.00653076,0,,-0.0357971,-0.00912476,
110,175,0.670259,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.00695801,-0.0166626,0.00653076,0,,-0.0134888,-0.0166626,
29,21,0.989116,8.79795e-08,0.000172266,-0.000510719,0.0379878,,-0.0427551,-0.00224304,0.00653076,0,,-0.0492859,-0.00224304,
-7.9758,23.0055,1.0013,-9.37371e-08,0.000111154,0.000843307,0.0323581,,-0.0659485,0.014389,0.00408936,0,,-0.0700378,0.014389,
-18.9591,26.9995,0.949431,-9.37371e-08,0.000111154,0.000843307,0.0323581,,-0.0450439,0.0144958,0.00408936,0,,-0.0491333,0.0144958,
-22.9587,25.0182,0.937596,-9.37371e-08,0.000111154,0.000843307,0.0323581,,-0.0461121,-0.0422058,0.00408936,0,,-0.0502014,-0.0422058,
-18.9601,26.0009,0.949431,-9.37371e-08,0.000111154,0.000843307,0.0323581,,-0.0442505,0.0129242,0.00408936,0,,-0.0483398,0.0129242,
-18.9611,25.0032,0.946877,-9.37371e-08,0.000111154,0.000843307,0.0323581,,-0.0420532,0.00730896,0.00408936,0,,-0.0461426,0.00730896,
110.986,176.991,0.672274,-9.37371e-08,0.000111154,0.000843307,0.0323581,,-0.0122681,0.0139771,0.00408936,0,,-0.0163574,0.0139771,
68.0214,176.975,0.729861,-9.37371e-08,0.000111154,0.000843307,0.0323581,,-0.00338745,0.03125,0.00408936,0,,-0.00747681,0.03125,
88.9438,175.016,0.712512,-9.37371e-08,0.000111154,0.000843307,0.0323581,,0.0714722,0.0213013,0.00408936,0,,0.0673828,0.0213013,
74.9883,174.999,0.739068,-9.37371e-08,0.000111154,0.000843307,0.0323581,,0.0155334,0.0412598,0.00408936,0,,0.0114441,0.0412598,
108.994,172.977,0.680342,-9.37371e-08,0.000111154,0.000843307,0.0323581,,-0.00747681,0.0276184,0.00408936,0,,-0.0115662,0.0276184,
87.9529,171.989,0.699748,-9.37371e-08,0.000111154,0.000843307,0.0323581,,0.0846252,0.0320435,0.00408936,0,,0.0805359,0.0320435,
95.9865,179.03,0.698595,-9.37371e-08,0.000111154,0.000843307,0.0323581,,0.0514832,0.0142822,0.00408936,0,,0.0473938,0.0142822,
94.0122,177.026,0.698584,-9.37371e-08,0.000111154,0.000843307,0.0323581,,0.0289917,0.01297,0.00408936,0,,0.0249023,0.01297,
68.043,166.028,0.728464,-9.37371e-08,0.000111154,0.000843307,0.0323581,,-0.0100098,-0.00872803,0.00408936,0,,-0.0140991,-0.00872803,
86.9622,170.986,0.703474,-9.37371e-08,0.000111154,0.000843307,0.0323581,,0.0966797,0.0480042,0.00408936,0,,0.0925903,0.0480042,
74.9883,174.999,0.739068,-9.37371e-08,0.000111154,0.000843307,0.0323581,,0.0155334,0.0412598,0.00408936,0,,0.0114441,0.0412598,
