47,-142,3.10437,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.890442,1.55631,-0.0243503,0.0875595,
-64,-58,2.36753,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.812073,1.51389,0.134178,0.117046,
-135,-57,1.49103,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.15337,1.44658,0.481963,0.200964,
-117,-48,1.64493,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.0173,1.36127,0.373613,0.150919,
19,-12,3.95968,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.825378,1.38264,-0.00809164,0.0078631,
-135,-57,1.49103,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.15337,1.44658,0.481963,0.200964,
-91.25,-38.25,2.35566,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.944122,0.961304,0.213762,0.0874952,
91.25,-13.25,2.37815,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.921112,1.25996,-0.0421668,0.00685116,
-116.25,24.25,1.75629,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.39268,1.70993,0.355392,-0.0729677,
-177.5,31.75,1.2676,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.4606,1.6347,0.774541,-0.13739,
-133.438,-57.3125,1.49383,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.13998,1.37756,0.473886,0.200965,
-245.938,-51.0625,0.971798,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.89317,1.21967,1.42968,0.295299,
-116.25,-47.9375,1.64493,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.04599,1.32484,0.370416,0.150376,
-89.6875,-38.5625,2.36597,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.943817,0.94635,0.208281,0.0873932,
90,-13.5625,2.401,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.955475,1.23683,-0.041424,0.00699584,
-92.8125,6.75,2.36433,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.0945,1.26552,0.218247,-0.015507,
-67.8125,9.875,3.23927,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.922058,1.4261,0.118332,-0.0165651,
-56.875,14.5625,3.18294,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.00266,1.40187,0.0950484,-0.0231589,
16.5625,-134.266,2.99733,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.756866,1.40239,-0.011023,0.127263,
61.4844,-50.2812,2.65629,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.891266,1.41223,-0.0355835,0.0330606,
-118.203,-48.3281,1.56996,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.01039,1.39334,0.390267,0.157166,
-45.9375,-44.4219,2.37119,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.864502,1.59695,0.0896363,0.081824,
-88.9062,-38.5625,2.36985,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.944717,0.954483,0.205634,0.0870145,
-122.109,-30.75,1.62618,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-1.18433,1.1389,0.398553,0.0989103,
20.4688,-3.40625,3.85294,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.833954,1.39595,-0.00921252,0.0022629,
153.281,57.1406,1.24126,1.1184e-05,0.00331895,-0.00336972,0.0627882,,-0.642975,1.40262,-0.177124,-0.0684605,
-254,-121,0.959842,-1.09335e-05,0.0117883,0.000927492,0.129673,,-5.43051,-3.58173,2.94361,1.40461,
316,-90,0.808754,-1.09335e-05,0.0117883,0.000927492,0.129673,,6.91223,-2.40516,-4.87624,1.38719,
49,-89,3.52854,-1.09335e-05,0.0117883,0.000927492,0.129673,,0.0259399,-1.55249,-0.172075,0.30889,
-258,-51,0.978505,-1.09335e-05,0.0117883,0.000927492,0.129673,,-6.213,-1.84793,2.92695,0.579539,
78,-51,2.36641,-1.09335e-05,0.0117883,0.000927492,0.129673,,0.192841,-1.39153,-0.407224,0.264598,
-247,-48,0.994696,-1.09335e-05,0.0117883,0.000927492,0.129673,,-5.99482,-2.0746,2.76078,0.537436,
21,29,2.48503,-1.09335e-05,0.0117883,0.000927492,0.129673,,0.262756,-1.08694,-0.103254,-0.139182,
265,58,0.807195,-1.09335e-05,0.0117883,0.000927492,0.129673,,4.3717,0.236572,-4.06182,-0.887761,
-224,65,0.975255,-1.09335e-05,0.0117883,0.000927492,0.129673,,-5.20693,0.214218,2.56975,-0.747095,
-273.75,-92,0.975461,-1.09335e-05,0.0117883,0.000927492,0.129673,,-6.91059,-3.09798,3.10478,1.04506,
48.75,-89.5,3.53543,-1.09335e-05,0.0117883,0.000927492,0.129673,,0.0289307,-1.59607,-0.170856,0.309984,
315,-89.5,0.811731,-1.09335e-05,0.0117883,0.000927492,0.129673,,6.91248,-2.41352,-4.84313,1.37446,
-246.25,-48.25,0.993637,-1.09335e-05,0.0117883,0.000927492,0.129673,,-5.90978,-2.04031,2.75598,0.54094,
-47.5,-24.5,2.98188,-1.09335e-05,0.0117883,0.000927492,0.129673,,-0.500488,-1.68178,0.179592,0.0937717,
77.5,-23.25,2.39646,-1.09335e-05,0.0117883,0.000927492,0.129673,,0.180756,-1.05518,-0.399666,0.119142,
15,5.5,3.71589,-1.09335e-05,0.0117883,0.000927492,0.129673,,-0.124146,-1.13663,-0.0501395,-0.0176668,
21.25,28,2.4954,-1.09335e-05,0.0117883,0.000927492,0.129673,,0.0800476,-0.795212,-0.104043,-0.133849,
-181.25,33,1.22857,-1.09335e-05,0.0117883,0.000927492,0.129673,,-2.63904,-0.604004,1.64801,-0.300787,
-223.75,64.25,0.980708,-1.09335e-05,0.0117883,0.000927492,0.129673,,-5.20731,0.196869,2.55201,-0.734199,
-102.188,-68.25,1.99407,-1.09335e-05,0.0117883,0.000927492,0.129673,,-0.927979,-1.72896,0.57358,0.38499,
79.0625,-51.0625,2.36699,-1.09335e-05,0.0117883,0.000927492,0.129673,,0.203339,-1.3795,-0.412862,0.265003,
-47.5,-24.5,2.98188,-1.09335e-05,0.0117883,0.000927492,0.129673,,-0.500488,-1.68178,0.179592,0.0937717,
21.25,-1.0625,3.81846,-1.09335e-05,0.0117883,0.000927492,0.129673,,-0.0764771,-1.14464,-0.0687288,0.00333996,
-114.688,23.9375,1.77517,-1.09335e-05,0.0117883,0.000927492,0.129673,,-1.31052,-1.19826,0.723659,-0.151685,
-180.312,31.75,1.25336,-1.09335e-05,0.0117883,0.000927492,0.129673,,-2.66084,-0.689301,1.60575,-0.283447,
69.2969,-97.1562,3.33369,-1.09335e-05,0.0117883,0.000927492,0.129673,,0.130219,-1.6532,-0.259841,0.361395,
163.047,-91.2969,1.0585,-1.09335e-05,0.0117883,0.000927492,0.129673,,2.49109,-2.51068,-1.89081,1.0562,
47.8125,-89.3438,3.53754,-1.09335e-05,0.0117883,0.000927492,0.129673,,0.0239258,-1.57037,-0.167394,0.309043,
313.438,-89.3438,0.815661,-1.09335e-05,0.0117883,0.000927492,0.129673,,6.92596,-2.39363,-4.79589,1.36544,
-116.25,-77.625,1.84543,-1.09335e-05,0.0117883,0.000927492,0.129673,,-1.4231,-1.90847,0.703768,0.47194,
79.0625,-52.2344,2.3745,-1.09335e-05,0.0117883,0.000927492,0.129673,,0.215271,-1.4119,-0.411612,0.270263,
-124.062,-30.75,1.60075,-1.09335e-05,0.0117883,0.000927492,0.129673,,-1.73184,-1.35014,0.869514,0.216339,
-116.25,-26.8438,1.77923,-1.09335e-05,0.0117883,0.000927492,0.129673,,-1.31673,-1.30682,0.731323,0.169584,
-47.8906,-24.8906,2.98188,-1.09335e-05,0.0117883,0.000927492,0.129673,,-0.509979,-1.65154,0.181037,0.0952411,
-180.703,31.75,1.25336,-1.09335e-05,0.0117883,0.000927492,0.129673,,-2.67632,-0.694748,1.60905,-0.283414,
266.562,57.1406,0.807772,-1.09335e-05,0.0117883,0.000927492,0.129673,,4.37531,0.213943,-4.08405,-0.874248,
-223.672,63,0.983763,-1.09335e-05,0.0117883,0.000927492,0.129673,,-5.21296,0.216766,2.54283,-0.717576,
196,135,1.01935,-2.35675e-06,0.0111645,0.000211093,0.125917,,4.28543,4.01356,-2.17091,-1.49457,
